from,to,from_word,to_word,weight
118,766,gold,winner,0.03114187
118,1025,gold,rainbow,0.03460208
118,1086,gold,treasure,0.1559322
118,1200,gold,olympics,0.023489932885906
118,1289,gold,reward,0.03942652
118,1397,gold,winning,0.02083333
118,1638,gold,valuable,0.08127208
119,197,eat,table,0.03378378
119,244,eat,mouth,0.0372881355932203
119,458,eat,salad,0.01694915
119,493,eat,sandwich,0.02405498
119,633,eat,spoon,0.03767123
119,744,eat,meal,0.118055555555556
119,937,eat,lunch,0.0750853242320819
119,1359,eat,snack,0.06164384
119,1792,eat,pray,0.02068966
119,1851,eat,scarf,0.02422145
120,171,run,walk,0.18875769
120,1224,run,track,0.07094595
120,1260,run,verb,0.03886926
120,1353,run,rush,0.02090592
121,147,head,mind,0.023972602739726
121,310,head,leader,0.0179856115107914
121,425,head,president,0.01398601
121,730,head,pillow,0.0208333333333333
121,749,head,nail,0.0209059233449477
121,816,head,tail,0.02797203
121,819,head,thoughts,0.01398601
121,858,head,neck,0.114864864864865
122,25,mother,woman,0.0810829275838926
122,431,mother,wife,0.05498282
122,517,mother,parents,0.069204152249135
122,646,mother,sister,0.044468952885906
122,698,mother,parent,0.159863945578231
122,1034,mother,russia,0.01694915
122,1248,mother,strict,0.01779359
122,1503,mother,pregnant,0.04095563
122,1567,mother,pregnancy,0.03691275
122,1793,mother,superior,0.01748252
122,1814,mother,mum,0.1336072034201916
123,338,story,true,0.02040816
123,446,story,tell,0.05902778
123,1102,story,tale,0.4089347
123,1551,story,yarn,0.06825939
123,1853,story,villain,0.02112676
124,250,crime,kill,0.020979020979021
124,285,crime,jail,0.0241379310344828
124,399,crime,prison,0.01694915
124,495,crime,violence,0.03584229
124,843,crime,punishment,0.1388889
124,1259,crime,theft,0.0528169
124,1649,crime,prisoner,0.02721088
124,1711,crime,scene,0.02405498
124,1853,crime,villain,0.01760563
124,1874,crime,punish,0.05090909
125,151,fall,summer,0.02013423
125,390,fall,push,0.01730104
125,427,fall,leaves,0.121107266435986
125,429,fall,spring,0.05442177
125,499,fall,trip,0.1487889
125,643,fall,pride,0.02621723
125,727,fall,leaf,0.0549828178694158
125,765,fall,sink,0.02816901
125,1162,fall,slippery,0.0449827
125,1351,fall,rise,0.03092784
125,1462,fall,ladder,0.0209059233449477
125,1592,fall,slope,0.02473498
125,1621,fall,lean,0.0174825174825175
126,13,building,school,0.02405498
126,18,building,house,0.0625
126,265,building,tall,0.0590277777777778
126,845,building,location,0.0176678445229682
126,872,building,center,0.0176056338028169
126,1185,building,structure,0.3099593666666667
126,1283,building,tower,0.08315311
126,1533,building,ruin,0.01403509
126,1577,building,stories,0.0137931
126,1819,building,cement,0.0308219178082192
126,1881,building,mall,0.0141843971631206
127,595,young,youth,0.21581945
128,209,hat,magic,0.0204778156996587
128,554,hat,witch,0.05
128,921,hat,wizard,0.06101695
128,979,hat,mexican,0.0592334494773519
128,1420,hat,straw,0.08361204
128,1550,hat,wear,0.01736111
128,1851,hat,scarf,0.03114187
129,55,nose,smell,0.253535861403509
129,232,nose,ring,0.0210526315789474
129,286,nose,smelly,0.02758621
129,951,nose,scent,0.03114187
129,1011,nose,sneeze,0.1087719
129,1124,nose,pick,0.0629370629370629
129,1181,nose,powder,0.03202847
129,1212,nose,snot,0.2111811035087719
129,1380,nose,tissue,0.04095563
130,14,books,fun,0.0134680134680135
130,66,books,words,0.0780176237710437
130,71,books,study,0.0781765335690236
130,100,books,law,0.0171232876712329
130,291,books,writing,0.02033898
130,409,books,student,0.0170068
130,494,books,read,0.1368066641750842
130,669,books,research,0.01706485
130,857,books,shakespeare,0.02083333
130,1213,books,writer,0.02083333
130,1493,books,pile,0.0216606498194946
130,1577,books,stories,0.09655172
131,12,alone,sad,0.0708955223880597
131,35,alone,dark,0.0373134328358209
131,164,alone,lost,0.0283687943262411
131,208,alone,one,0.0852140680679647
131,349,alone,lonely,0.302971982194291
131,381,alone,island,0.0171232876712329
131,715,alone,single,0.1520489895522388
131,885,alone,stand,0.01748252
131,994,alone,bored,0.0145985401459854
131,1292,alone,without,0.02545455
131,1374,alone,apart,0.0176056338028169
131,1443,alone,unwanted,0.02564103
131,1546,alone,only,0.0836236933797909
131,1789,alone,individual,0.0385964912280702
132,6,heart,love,0.0745762711864407
132,181,heart,pink,0.0174825174825175
132,828,heart,surgery,0.03367003
132,1067,heart,pure,0.01388889
132,1167,heart,soul,0.04210526
132,1267,heart,organ,0.136986301369863
132,1476,heart,lover,0.0384615384615385
132,1566,heart,lungs,0.0316901408450704
133,154,night,sky,0.0236486486486486
133,200,night,stars,0.1418918940540541
133,745,night,sleepy,0.02380952
133,1029,night,vampire,0.01689189
133,1063,night,silent,0.1027397
133,1191,night,prostitute,0.01384083
133,1194,night,silence,0.0174216
133,1391,night,owl,0.171356923934243
133,1683,night,shadow,0.02413793
134,23,army,war,0.0896551724137931
134,463,army,soldier,0.178533595862069
134,658,army,guns,0.0310344827586207
134,929,army,navy,0.1606710158434297
134,967,army,uniform,0.03533569
134,984,army,attention,0.0146520146520147
134,1704,army,parade,0.0211267605633803
134,1770,army,officer,0.0174216027874564
135,91,smile,teeth,0.1327253
135,387,smile,surprise,0.01403509
135,1572,smile,thanks,0.01845018
136,123,lie,story,0.03436426
136,1463,lie,myth,0.0202020202020202
136,1622,lie,pretend,0.03521127
136,1702,lie,lying,0.021505376344086
137,1637,train,transport,0.04529617
137,1670,train,underground,0.03436426
138,66,language,words,0.156438813973064
138,159,language,word,0.02527076
138,316,language,speak,0.1049746606060606
138,372,language,sign,0.08191126
138,902,language,spanish,0.1775056336700337
138,922,language,native,0.0359712230215827
138,1576,language,slang,0.03956835
138,1581,language,speaking,0.02061856
138,1646,language,latin,0.150877192982456
138,1873,language,punctuation,0.01694915
139,165,dirt,sand,0.01672241
139,346,dirt,mess,0.0177935943060498
139,522,dirt,mud,0.175257731958763
139,682,dirt,path,0.0238095238095238
139,718,dirt,worm,0.05821918
139,1042,dirt,soil,0.2094595
139,1062,dirt,potatoes,0.0239726
139,1069,dirt,spot,0.02097902
139,1080,dirt,seed,0.01689189
139,1252,dirt,shovel,0.1130137
139,1482,dirt,trail,0.03412969
139,1493,dirt,pile,0.0216606498194946
139,1512,dirt,root,0.0239726
139,1648,dirt,pollution,0.02693603
139,1670,dirt,underground,0.03780069
140,475,test,try,0.04895105
140,829,test,theory,0.02097902
140,1068,test,trial,0.09990518
143,812,disease,sickness,0.06896552
143,868,disease,rat,0.0170068
143,1311,disease,infection,0.145762711864407
143,1602,disease,prevent,0.02290076
144,159,letter,word,0.0269360269360269
144,198,letter,number,0.0346020761245675
144,291,letter,writing,0.02372881
144,293,letter,mail,0.2784928437102349
144,329,letter,pen,0.0134680134680135
144,419,letter,write,0.1088971904040404
144,930,letter,post,0.0684974703030303
144,938,letter,note,0.0410958904109589
144,1039,letter,message,0.0871080139372822
144,1220,letter,send,0.1041667
144,1256,letter,stamp,0.1506473269360269
144,1655,letter,yours,0.01818182
145,72,line,up,0.0271186440677966
145,319,line,order,0.025089605734767
145,365,line,point,0.023728813559322
145,433,line,wait,0.03092784
145,559,line,string,0.02439024
145,815,line,next,0.0579710144927536
145,934,line,waiting,0.04929577
145,1103,line,telephone,0.02380952
145,1592,line,slope,0.02120141
145,1636,line,toe,0.02120141
145,1762,line,row,0.04761905
146,95,cow,meat,0.041522491349481
146,108,cow,milk,0.147651006711409
146,309,cow,sheep,0.02730375
146,791,cow,steak,0.05704698
146,1294,cow,india,0.0171821305841924
147,163,mind,think,0.0820632079452055
147,170,mind,open,0.023972602739726
147,393,mind,thinking,0.04225352
147,537,mind,puzzle,0.02517986
147,819,mind,thoughts,0.08041958
147,856,mind,psychology,0.1192982
147,997,mind,remember,0.0141844
147,1167,mind,soul,0.0626532052054795
148,375,hand,touch,0.05017921
148,519,hand,shake,0.04240283
148,546,hand,wave,0.03832753
148,618,hand,left,0.0342465753424658
148,710,hand,stage,0.02027027
148,1303,hand,second,0.04181185
148,1473,hand,steady,0.025
148,1846,hand,thumb,0.1231884
148,1850,hand,reach,0.03558719
148,1901,hand,lotion,0.0341296928327645
149,478,kind,polite,0.08783784
149,699,kind,type,0.168384879621993
149,896,kind,kindness,0.0177935943060498
149,1128,kind,manners,0.020979020979021
149,1582,kind,species,0.02797203
149,1618,kind,trustworthy,0.01433692
149,1883,kind,patient,0.0354609929078014
150,53,now,stop,0.01369863
150,279,now,start,0.02389078
150,374,now,present,0.2155761105263157
150,897,now,ready,0.02422145
150,1225,now,when,0.08510638
150,1329,now,today,0.1725352
150,1571,now,spontaneous,0.03533569
150,1858,now,sudden,0.04411765
151,36,summer,warm,0.09092361
151,43,summer,sun,0.07718121
151,460,summer,vacation,0.03020134
151,1343,summer,sunny,0.02730375
152,1014,place,situation,0.0418251
152,1069,place,spot,0.0701153945229682
152,1077,place,seat,0.01736111
152,1172,place,where,0.08070175
152,1303,place,second,0.04878049
152,1628,place,station,0.05862069
153,167,eye,see,0.04067797
153,314,eye,needle,0.0666666666666667
153,422,eye,spy,0.01398601
153,781,eye,vision,0.04467354
153,836,eye,sight,0.08532423
153,1117,eye,tear,0.04467354
153,1391,eye,owl,0.013745704467354
153,1460,eye,lens,0.0979020979020979
153,1679,eye,stare,0.04316547
153,1695,eye,seeing,0.03571429
154,43,sky,sun,0.03793103
154,72,sky,up,0.0443686
154,200,sky,stars,0.18320133
154,1343,sky,sunny,0.03754266
154,1696,sky,sunset,0.02405498
155,26,plane,wood,0.0307167235494881
155,499,plane,trip,0.01730104
155,764,plane,wings,0.04377104
155,1059,plane,ticket,0.03146853
156,3,chicken,food,0.0620689655172414
156,95,chicken,meat,0.0587280754086624
156,296,chicken,soup,0.1056383962068966
156,673,chicken,turkey,0.0472973
156,674,chicken,jerk,0.0366300366300366
156,764,chicken,wings,0.0948450010344827
156,1150,chicken,feathers,0.0344827586206897
156,1548,chicken,stock,0.05555556
156,1684,chicken,wrap,0.02439024
157,2,plant,water,0.0206896551724138
157,479,plant,pot,0.0824279686206897
157,587,plant,weed,0.04745763
157,1042,plant,soil,0.0544734351724138
157,1080,plant,seed,0.1858108
157,1446,plant,seeds,0.09183673
157,1512,plant,root,0.05821918
158,272,coffee,tea,0.09090909
158,1672,coffee,regular,0.02464789
159,419,word,write,0.02527076
160,56,calm,ocean,0.0210526315789474
160,112,calm,down,0.0210526315789474
160,201,calm,peace,0.0771929824561404
160,523,calm,rest,0.01683502
160,599,calm,storm,0.0245614035087719
160,660,calm,still,0.05387205
160,768,calm,peaceful,0.1896178803172314
160,1063,calm,silent,0.01712329
160,1073,calm,relaxed,0.1421052631578947
160,1158,calm,yoga,0.0170068
160,1473,calm,steady,0.02142857
160,1883,calm,patient,0.0851063829787234
161,215,dress,wedding,0.06779661
161,640,dress,style,0.01438849
161,996,dress,skirt,0.1050847
161,1013,dress,pattern,0.017921146953405
161,1550,dress,wear,0.03819444
162,38,america,home,0.0378006872852234
162,251,america,great,0.0171821305841924
162,306,america,state,0.01398601
162,382,america,baseball,0.0337837837837838
162,396,america,freedom,0.0378006872852234
162,425,america,president,0.03146853
162,477,america,flag,0.0206185567010309
162,912,america,north,0.0171821305841924
162,1169,america,canada,0.0341296928327645
162,1196,america,thanksgiving,0.03728814
162,1216,america,california,0.0374149659863946
162,1269,america,mexico,0.0202020202020202
162,1507,america,western,0.01393728
162,1646,america,latin,0.0245614035087719
162,1788,america,indians,0.020979020979021
162,1826,america,slavery,0.02033898
163,819,think,thoughts,0.03146853
163,878,think,wonder,0.05172414
164,347,lost,map,0.0489582566443349
164,1174,lost,missing,0.1857610474631753
164,1620,lost,wander,0.08273381
165,2,sand,water,0.02341137
165,548,sand,shell,0.02356902
165,847,sand,waves,0.02076125
165,1252,sand,shovel,0.02739726
166,788,shoes,walking,0.03508772
166,1264,shoes,socks,0.24541204
166,1265,shoes,toes,0.02372881
166,1442,shoes,tap,0.03135889
166,1550,shoes,wear,0.02083333
167,301,see,window,0.02702703
167,490,see,view,0.23769535
167,781,see,vision,0.11274973
167,836,see,sight,0.10891422
167,1069,see,spot,0.07342657
168,446,show,tell,0.1067827299999999
168,710,show,stage,0.02364865
168,1059,show,ticket,0.03146853
168,1609,show,talent,0.0915493
169,526,health,wealth,0.03157895
169,812,health,sickness,0.1
169,1179,health,insurance,0.0348432055749129
170,154,open,sky,0.02068966
170,213,open,out,0.0217391304347826
170,301,open,window,0.0644668652054795
170,572,open,wound,0.02364865
170,728,open,wide,0.0828316852054795
170,1100,open,welcome,0.03157895
170,1253,open,windows,0.04109589
170,1495,open,release,0.01818182
170,1700,open,vast,0.04377104
171,1620,walk,wander,0.05755396
172,26,trees,wood,0.06101835
172,598,trees,woods,0.23253082
173,12,broken,sad,0.017921146953405
173,90,broken,glass,0.0609318996415771
173,112,broken,down,0.017921146953405
173,132,broken,heart,0.032258064516129
173,318,broken,fix,0.0501792114695341
173,356,broken,rules,0.03558719
173,553,broken,useless,0.03861004
173,950,broken,promise,0.03816794
173,1048,broken,record,0.017921146953405
173,1484,broken,repair,0.06896552
173,1537,broken,laws,0.0210526315789474
173,1875,broken,torn,0.02758621
174,323,cool,tight,0.02105263
174,516,cool,interesting,0.0263157894736842
174,640,cool,style,0.01438849
174,1043,cool,wow,0.03623188
174,1409,cool,jazz,0.0136986301369863
174,1411,cool,popular,0.03358209
174,1578,cool,shade,0.08163265
174,1606,cool,sheets,0.01748252
174,1709,cool,mist,0.0207612456747405
174,1761,cool,mint,0.0205479452054795
175,198,many,number,0.0242214532871972
175,1041,many,much,0.1622215562880833
175,1168,many,years,0.02517986
175,1193,many,plenty,0.0596491228070175
175,1401,many,some,0.04452055
175,1494,many,problems,0.01413428
175,1575,many,most,0.0791023376091354
175,1803,many,too,0.02909091
176,2,river,water,0.1616162
176,728,river,wide,0.03806228
176,1272,river,stream,0.26199278
176,1387,river,stones,0.02380952
177,540,scared,unsure,0.02281369
177,932,scared,scream,0.03114187
177,1243,scared,worried,0.08906787
178,246,easy,over,0.0235690235690236
178,316,easy,speak,0.03071672
178,652,easy,simple,0.2268041
178,961,easy,loose,0.0254545454545455
178,1073,easy,relaxed,0.02758621
178,1802,easy,snap,0.01792115
179,442,empty,nothing,0.132616487455197
179,539,empty,loss,0.0251798561151079
179,850,empty,none,0.111498257839721
179,1292,empty,without,0.04727273
179,1331,empty,zero,0.03401361
179,1455,empty,void,0.2021277
179,1688,empty,lacking,0.0613026819923372
179,1700,empty,vast,0.04377104
179,1725,empty,lack,0.0459770114942529
180,120,quick,run,0.02380952
180,165,quick,sand,0.02380952
180,187,quick,slow,0.02380952
180,334,quick,silver,0.02040816
180,652,quick,simple,0.02061856
180,1353,quick,rush,0.03484321
180,1404,quick,reaction,0.02142857
180,1451,quick,rash,0.01438849
180,1571,quick,spontaneous,0.08127208
180,1858,quick,sudden,0.1029412
181,5,pink,red,0.0760962024475524
181,304,pink,purple,0.071587671958042
182,5,apple,red,0.0810810810810811
182,10,apple,bad,0.0202702702702703
182,34,apple,fruit,0.114864864864865
182,142,apple,teacher,0.02380952
182,541,apple,juice,0.137931034482759
182,576,apple,bite,0.028169014084507
182,718,apple,worm,0.0239726
182,907,apple,banana,0.0542838757124472
182,1323,apple,rotten,0.05841924
182,1352,apple,juicy,0.0354609929078014
182,1359,apple,snack,0.02054795
182,1706,apple,cart,0.0177304964539007
182,1771,apple,rot,0.02222222
183,61,box,fight,0.037542662116041
183,144,box,letter,0.0303030303030303
183,278,box,safe,0.01712329
183,293,box,mail,0.040133779264214
183,366,box,square,0.1529609806484642
183,470,box,toy,0.02758621
183,541,box,juice,0.0241379310344828
183,635,box,inside,0.0280701754385965
183,805,box,tools,0.03146853
183,893,box,container,0.0716723549488055
183,930,box,post,0.02777778
183,970,box,pill,0.0308219178082192
183,1086,box,treasure,0.02033898
183,1135,box,package,0.1444581608694602
183,1187,box,case,0.0511945392491468
183,1206,box,storage,0.1034483
183,1320,box,trap,0.01444043
183,1380,box,tissue,0.02389078
183,1614,box,toys,0.02684564
184,1129,dangerous,risk,0.01805054
184,1162,dangerous,slippery,0.01384083
185,489,oil,painting,0.0457746478873239
185,548,oil,shell,0.02693603
185,735,oil,well,0.0238095238095238
185,1162,oil,slippery,0.01730104
186,170,close,open,0.13013698630137
186,323,close,tight,0.03157895
186,570,close,near,0.213523131672598
186,1758,close,opening,0.0242214532871972
187,788,slow,walking,0.02105263
187,1473,slow,steady,0.05296167
187,1680,slow,turtle,0.14100201
188,100,court,law,0.0342465753424658
188,305,court,judge,0.101351351351351
188,321,court,lawyer,0.0750853242320819
188,771,court,justice,0.103202846975089
188,843,court,punishment,0.01736111
188,933,court,tennis,0.1003344
188,1068,court,trial,0.1288136
188,1472,court,jury,0.112627986348123
188,1537,court,laws,0.0526315789473684
188,1579,court,just,0.0174216027874564
188,1642,court,proof,0.02142857
188,1693,court,judgement,0.0979020979020979
189,53,go,stop,0.1506849
189,192,go,move,0.0338983050847458
189,279,go,start,0.05460751
189,510,go,okay,0.0109489051094891
189,786,go,to,0.06666667
189,897,go,ready,0.1314879
189,1074,go,stay,0.04561404
189,1110,go,must,0.0211267605633803
189,1192,go,pass,0.0235690235690236
189,1306,go,return,0.01730104
189,1334,go,motion,0.0205479452054795
189,1473,go,steady,0.025
190,487,knife,sword,0.03424658
190,531,knife,weapon,0.1320344452054795
190,633,knife,spoon,0.1506849178082192
190,828,knife,surgery,0.03367003
190,1149,knife,spread,0.02807018
190,1736,knife,slice,0.08219178
191,84,full,rich,0.01388889
191,552,full,stuff,0.0212766
191,890,full,whole,0.02076125
191,1193,full,plenty,0.0526315789473684
191,1575,full,most,0.0180505415162455
191,1856,full,load,0.0175438596491228
192,171,move,walk,0.0442419340677966
192,332,move,movement,0.0212014134275618
192,390,move,push,0.02076125
192,515,move,remove,0.01945525
192,1271,move,progress,0.01470588
192,1337,move,step,0.01694915
192,1637,move,transport,0.1289199
193,211,stone,weight,0.02076125
193,266,stone,wall,0.02422145
193,487,stone,sword,0.02054795
194,43,circle,sun,0.0179856115107914
194,232,circle,ring,0.05084746
194,366,circle,square,0.216021769064748
194,416,circle,shape,0.1729385568345324
194,437,circle,wheel,0.03082192
194,674,circle,jerk,0.0251798561151079
194,827,circle,geometry,0.0215827338129496
194,831,circle,spin,0.02135231
194,833,circle,triangle,0.05594406
195,22,boy,child,0.1370011922294691
195,42,boy,girl,0.237113402061856
195,46,boy,friend,0.0446735395189003
195,60,boy,play,0.0274914089347079
195,127,boy,young,0.0274914089347079
195,231,boy,lazy,0.0138888888888889
195,242,boy,male,0.1325270481949655
195,414,boy,kid,0.0278745644599303
195,470,boy,toy,0.03103448
195,471,boy,brother,0.0102040816326531
195,595,boy,youth,0.0521975067010309
195,629,boy,bully,0.0278745644599303
195,1720,boy,obnoxious,0.0138888888888889
196,668,hole,key,0.0203389830508475
196,718,hole,worm,0.05136986
196,735,hole,well,0.01712329
196,765,hole,sink,0.03169014
196,1252,hole,shovel,0.03767123
196,1320,hole,trap,0.01805054
196,1455,hole,void,0.04255319
196,1758,hole,opening,0.055363321799308
197,26,table,wood,0.02040816
197,1104,table,wooden,0.05084746
198,208,number,one,0.1487889273356397
198,509,number,odd,0.0311418685121107
198,614,number,three,0.04964539
198,1103,number,telephone,0.05102041
198,1331,number,zero,0.03741497
198,1414,number,pin,0.0384615384615385
198,1562,number,ten,0.06993007
198,1825,number,seven,0.09122807
199,341,problem,trouble,0.09854594
199,1014,problem,situation,0.07224335
199,1658,problem,solve,0.23308989
200,43,stars,sun,0.0677744
200,679,stars,universe,0.1073826
200,921,stars,wizard,0.01694915
200,1319,stars,stripes,0.1030928
201,23,peace,war,0.1925217040350877
201,372,peace,sign,0.0280701754385965
201,523,peace,rest,0.02020202
201,628,peace,piece,0.0413793103448276
201,768,peace,peaceful,0.0136986301369863
201,1063,peace,silent,0.01712329
201,1194,peace,silence,0.05574913
202,422,secret,spy,0.05638269
202,446,secret,tell,0.03225806
202,1324,secret,whisper,0.16683764
203,889,expensive,price,0.04152249
203,1336,expensive,rent,0.01718213
203,1638,expensive,valuable,0.07420495
203,1831,expensive,luxury,0.0405405405405405
204,282,give,take,0.149635
204,374,give,present,0.02702703
204,462,give,pay,0.0376712328767123
204,821,give,trade,0.03061224
204,952,give,share,0.1111111
204,1220,give,send,0.04166667
204,1306,give,return,0.02076125
204,1572,give,thanks,0.01845018
204,1721,give,surrender,0.02797203
204,1790,give,issue,0.0245614035087719
205,1392,store,target,0.06551724
206,6,kids,love,0.0203389830508475
206,13,kids,school,0.023728813559322
206,16,kids,small,0.0169491525423729
206,37,kids,loud,0.0271186440677966
206,60,kids,play,0.0372881355932203
206,127,kids,young,0.0372881355932203
206,517,kids,parents,0.023728813559322
206,724,kids,noisy,0.0210526315789474
206,1132,kids,slide,0.02076125
206,1614,kids,toys,0.06040268
207,587,smoke,weed,0.06101695
207,1560,smoke,smoking,0.04152249
208,573,one,self,0.02826855
208,591,one,unique,0.1006944
208,614,one,three,0.0311418685121107
208,715,one,single,0.291887151211073
208,890,one,whole,0.02076125
208,1331,one,zero,0.04421769
208,1401,one,some,0.06506849
208,1453,one,the,0.04615385
208,1546,one,only,0.236451539008717
208,1568,one,this,0.04330709
208,1608,one,strike,0.01337793
209,554,magic,witch,0.05
209,644,magic,trick,0.1408850199658703
209,878,magic,wonder,0.0204778156996587
209,921,magic,wizard,0.2208711935153584
209,1816,magic,spell,0.0611326464163822
213,246,out,over,0.0168350168350168
213,282,out,take,0.01824818
213,365,out,point,0.0171232876712329
213,459,out,throw,0.02684564
213,467,out,outside,0.0652173913043478
213,530,out,way,0.04545455
213,854,out,shout,0.03971119
213,906,out,with,0.0569395
213,1092,out,outdoors,0.0289855072463768
213,1192,out,pass,0.0235690235690236
213,1205,out,side,0.0289855072463768
213,1393,out,working,0.01683502
213,1550,out,wear,0.05902778
213,1608,out,strike,0.04347826
213,1850,out,reach,0.04626335
214,389,grey,mouse,0.0277777777777778
214,599,grey,storm,0.02027027
214,1387,grey,stones,0.02040816
214,1578,grey,shade,0.02040816
216,32,break,fast,0.0203389830508475
216,90,break,glass,0.0203389830508475
216,112,break,down,0.023728813559322
216,158,break,coffee,0.0305084745762712
216,173,break,broken,0.023728813559322
216,356,break,rules,0.03914591
216,460,break,vacation,0.0212766
216,492,break,rule,0.02389078
216,523,break,rest,0.0710494776271186
216,937,break,lunch,0.0511945392491468
216,950,break,promise,0.03435115
216,1533,break,ruin,0.0203389830508475
216,1561,break,smash,0.120280533559322
216,1604,break,pause,0.0487804878048781
216,1802,break,snap,0.07526882
217,1568,picture,this,0.0336700336700337
217,1711,picture,scene,0.02405498
218,181,pig,pink,0.104026845637584
219,285,criminal,jail,0.0241379310344828
219,399,criminal,prison,0.01694915
219,1516,criminal,robber,0.03873239
219,1649,criminal,prisoner,0.02721088
219,1853,criminal,villain,0.02816901
220,120,race,run,0.11665092
220,230,race,win,0.02739726
220,279,race,start,0.03754266
220,766,race,winner,0.0449827
220,1224,race,track,0.06081081
220,1889,race,runner,0.02797203
221,2,clear,water,0.02372881
221,781,clear,vision,0.0137457
221,1067,clear,pure,0.02777778
221,1807,clear,invisible,0.0457746478873239
222,8,female,sex,0.08041958
222,25,female,woman,0.1288136
222,242,female,male,0.15547703180212
222,448,female,lady,0.0616438356164384
222,584,female,vagina,0.07067138
222,777,female,sexual,0.01785714
222,1868,female,secretary,0.02033898
223,8,penis,sex,0.131868131868132
223,584,penis,vagina,0.173623783553114
223,1386,penis,sausage,0.02061856
223,1747,penis,stiff,0.04577465
224,323,pants,tight,0.03859649
224,361,pants,suit,0.03071672
224,996,pants,skirt,0.03389831
224,1077,pants,seat,0.02777778
224,1158,pants,yoga,0.05442177
224,1426,pants,trousers,0.3753579888888889
224,1613,pants,shorts,0.1662461888888889
225,26,chair,wood,0.0210526315789474
225,197,chair,table,0.223506357894737
225,523,chair,rest,0.0245614035087719
225,838,chair,lead,0.0245614035087719
225,869,chair,sit,0.322614724561404
225,1073,chair,relaxed,0.02413793
225,1077,chair,seat,0.3168128543859649
225,1104,chair,wooden,0.03050847
225,1316,chair,sofa,0.0747829196491228
226,6,hate,love,0.0576271186440678
226,495,hate,violence,0.02867384
226,1151,hate,revenge,0.01766784
226,1175,hate,rage,0.02739726
227,51,dumb,smart,0.01351351
227,605,dumb,thick,0.02105263
227,1449,dumb,lame,0.0241379310344828
227,1619,dumb,uneducated,0.1050725
228,16,little,small,0.330729293127148
228,241,little,tiny,0.249455493608247
228,389,little,mouse,0.0206185567010309
228,1401,little,some,0.0239726
228,1651,little,smaller,0.0546875
228,1654,little,shrink,0.01760563
228,1803,little,too,0.01818182
228,1882,little,minute,0.0171821305841924
229,962,hit,punch,0.1292517
229,1442,hit,tap,0.02439024
229,1561,hit,smash,0.05517241
229,1608,hit,strike,0.2240803
229,1664,hit,pound,0.06506849
231,78,lazy,tired,0.07974138
231,187,lazy,slow,0.0277777777777778
231,1073,lazy,relaxed,0.02068966
232,215,ring,wedding,0.09152542
232,334,ring,silver,0.02348993
232,1103,ring,telephone,0.1155194299999999
233,25,sexy,woman,0.03956835
235,448,bug,lady,0.0448797777564901
235,846,bug,spider,0.080020321958042
235,1278,bug,stink,0.01798561
235,1547,bug,rug,0.01408451
235,1710,bug,pest,0.120141342756184
236,197,dinner,table,0.04391892
236,624,dinner,pasta,0.0168350168350168
236,744,dinner,meal,0.118055555555556
236,766,dinner,winner,0.01730104
236,791,dinner,steak,0.02348993
236,915,dinner,plate,0.0993150684931507
236,937,dinner,lunch,0.0989761092150171
236,1128,dinner,manners,0.0244755244755245
236,1196,dinner,thanksgiving,0.02711864
236,1308,dinner,sunday,0.02068966
237,705,sticky,tape,0.10564776
237,754,sticky,stuck,0.04933268
237,1085,sticky,syrup,0.04697987
238,479,cooking,pot,0.05479452
238,482,cooking,sauce,0.02364865
238,875,cooking,oven,0.0506756756756757
238,1234,cooking,pan,0.0472972972972973
238,1513,cooking,stove,0.05119454
238,1888,cooking,recipe,0.100346
239,781,glasses,vision,0.09965636
239,836,glasses,sight,0.05119454
239,1040,glasses,scientist,0.02076125
239,1460,glasses,lens,0.153846153846154
239,1695,glasses,seeing,0.025
239,1868,glasses,secretary,0.01694915
240,163,idea,think,0.04095563
240,308,idea,plan,0.0238907849829352
240,393,idea,thinking,0.01408451
240,670,idea,opinion,0.0572519083969466
240,829,idea,theory,0.08741259
240,1019,idea,novel,0.0171821305841924
242,8,male,sex,0.1121846312367491
242,223,male,penis,0.1144979872895067
243,36,heat,warm,0.03401361
243,43,heat,sun,0.02721088
243,151,heat,summer,0.03691275
243,400,heat,sweat,0.03460208
243,575,heat,warmth,0.1072664
243,875,heat,oven,0.0439189189189189
243,1049,heat,steam,0.03378378
243,1513,heat,stove,0.03071672
243,1554,heat,intense,0.0212765957446809
244,91,mouth,teeth,0.18283325779661
244,110,mouth,talk,0.0305084745762712
244,129,mouth,nose,0.0553077609277431
244,135,mouth,smile,0.05460751
244,170,mouth,open,0.023728813559322
244,406,mouth,taste,0.02787456
244,563,mouth,voice,0.03754266
244,851,mouth,tooth,0.04513889
244,854,mouth,shout,0.01444043
244,881,mouth,talking,0.03571429
244,1301,mouth,throat,0.01677852
244,1581,mouth,speaking,0.03436426
244,1607,mouth,spit,0.03571429
244,1798,mouth,suck,0.02807018
245,536,sports,team,0.05723906
245,933,sports,tennis,0.03114187
246,72,over,up,0.02047782
246,328,over,past,0.0204778156996587
246,390,over,push,0.02076125
246,447,over,turn,0.03832753
246,759,over,under,0.265145758249158
246,913,over,roll,0.05882353
246,1016,over,repeat,0.01865672
246,1192,over,pass,0.0235690235690236
247,88,energy,power,0.03389831
247,595,energy,youth,0.01754386
247,787,energy,powerful,0.01413428
247,1119,energy,spirit,0.01071429
247,1385,energy,nuclear,0.0378006872852234
